Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
SWVL,Cairo,Transportation,,0.5,2022-11-23,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,264.0,IPO,2022-11-25 22:25:25,Egypt,Unknown
SIRCLO,Jakarta,Retail,160,0.08,2022-11-22,https://dailysocial.id/post/sirclo-layoff-2022,92.0,Series B,2022-11-22 17:53:56,Indonesia,Unknown
Trax,Singapore,Retail,80,0.08,2022-11-22,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,1000.0,Series E,2022-11-22 19:04:01,Singapore,Unknown
Flash Coffee,Singapore,Food,,,2022-11-22,https://www.businesstimes.com.sg/startups-tech/startups/rocket-internet-backed-flash-coffee-lays-staff-across-markets,57.0,Series B,2022-11-25 04:12:58,Singapore,Unknown
Natera,SF Bay Area,Healthcare,,,2022-11-22,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,809.0,IPO,2022-11-29 04:18:55,United States,Unknown
Rapyd,Tel Aviv,Finance,,,2022-11-22,https://en.globes.co.il/en/article-israeli-fintech-co-rapyd-to-lay-off-dozens-1001430704,770.0,Unknown,2022-11-30 06:06:47,Israel,Unknown
Kitopi,Dubai,Food,93,0.1,2022-11-21,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,804.0,Series C,2022-11-23 04:32:47,United States,Unknown
Devo,Boston,Security,,,2022-11-21,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,481.0,Series F,2022-12-13 20:08:51,United States,Unknown
GloriFi,Dallas,Finance,,1.0,2022-11-21,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,,Unknown,2022-11-25 04:08:51,United States,Unknown
Zomato,Gurugram,Food,100,0.04,2022-11-19,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,914.0,Series J,2022-11-20 00:05:57,India,Unknown
Carvana,Phoenix,Transportation,1500,0.08,2022-11-18,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,1600.0,IPO,2022-11-18 21:34:43,United States,Unknown
Nuro,SF Bay Area,Transportation,300,0.2,2022-11-18,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,2100.0,Series D,2022-11-18 21:35:34,United States,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0
Synthego,SF Bay Area,Healthcare,105,0.2,2022-11-18,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,459.0,Series E,2022-11-29 04:18:07,United States,Unknown
Capitolis,New York City,Finance,,0.25,2022-11-18,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,281.0,Series D,2022-12-15 02:14:54,United States,Unknown
Kavak,Sao Paulo,Transportation,,,2022-11-18,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,1600.0,Series E,2022-11-20 00:03:44,Brazil,Unknown
Metaplex,Chicago,Crypto,,,2022-11-18,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,,Unknown,2022-11-20 00:01:42,United States,Unknown
Ruangguru,Jakarta,Education,,,2022-11-18,https://www.techinasia.com/ruangguru-lays-hundreds-employees,205.0,Unknown,2022-11-21 05:53:59,Indonesia,Unknown
StoryBlocks,Washington D.C.,Media,,0.25,2022-11-18,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,18.0,Acquired,2022-11-19 23:57:34,United States,Unknown
Roku,SF Bay Area,Media,200,0.07,2022-11-17,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208.0,IPO,2022-11-17 17:12:59,United States,Unknown
Orchard,New York City,Real Estate,180,,2022-11-17,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,472.0,Series D,2022-11-18 05:15:08,United States,Unknown
Homepoint,Phoenix,Real Estate,113,,2022-11-17,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,,IPO,2022-11-19 23:33:13,United States,Unknown
Juni,Gothenburg,Finance,72,0.33,2022-11-17,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,281.0,Unknown,2022-11-19 23:28:55,Sweden,Unknown
Chili Piper,New York City,Sales,58,,2022-11-17,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,54.0,Series B,2022-11-17 21:34:39,United States,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0
Capitolis,New York City,Finance,37,0.25,2022-11-17,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,281.0,Series D,2022-11-18 05:18:34,United States,Unknown
TealBook,Toronto,Other,34,0.19,2022-11-17,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,73.0,Series B,2022-11-17 17:26:04,Canada,Unknown
Koho,Toronto,Finance,15,0.04,2022-11-17,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,278.0,Series D,2022-11-20 00:17:18,Canada,Unknown
&Open,Dublin,Marketing,9,0.09,2022-11-17,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,35.0,Series A,2022-12-01 06:17:41,Ireland,Unknown
Kandji,San Diego,Other,,0.17,2022-11-17,Internal memo,188.0,Series C,2022-11-19 23:51:59,United States,Unknown
Morning Brew,New York City,Media,,0.14,2022-11-17,https://twitter.com/maxwelltani/status/1593236660627861504,,Acquired,2022-11-19 23:32:15,United States,Unknown
Symend,Calgary,Other,,0.13,2022-11-17,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,148.0,Series C,2022-11-17 17:25:06,Canada,Unknown
Amazon,Seattle,Retail,10000,0.03,2022-11-16,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,108.0,IPO,2022-11-16 17:40:58,United States,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0
Cisco,SF Bay Area,Infrastructure,4100,0.05,2022-11-16,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,2.0,IPO,2022-11-17 17:15:04,United States,Unknown
Twiga,Nairobi,Food,211,0.21,2022-11-16,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,157.0,Series C,2022-11-30 06:02:41,Kenya,Unknown
Wayflyer,Dublin,Marketing,200,0.4,2022-11-16,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,889.0,Unknown,2022-11-17 00:29:46,Ireland,Unknown
SimilarWeb,New York City,Other,120,0.1,2022-11-16,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,235.0,IPO,2022-11-17 04:16:20,United States,Unknown
Salsify,Boston,Retail,90,0.11,2022-11-16,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,452.0,Series F,2022-11-17 00:32:56,United States,Unknown
Lokalise,Dover,Other,76,0.23,2022-11-16,https://lokalise.com/blog/changes-at-lokalise/,56.0,Series B,2022-11-17 04:19:10,United States,Unknown
Yotpo,New York City,Marketing,70,0.09,2022-11-16,https://www.calcalistech.com/ctechnews/article/hy00chefus,436.0,Unknown,2022-11-17 17:19:30,United States,Unknown
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-16,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,409.0,IPO,2022-12-11 06:17:19,United States,Unknown
D2L,Waterloo,Education,,0.05,2022-11-16,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,168.0,IPO,2022-11-17 02:45:04,Canada,https://docs.google.com/spreadsheets/d/1ZznLpFRu-c3248tr3oyQRb15r0rW6anuLFipNPA27tk/edit#gid=27622024
Dance,Berlin,Transportation,,0.16,2022-11-16,https://www.linkedin.com/feed/update/activity:6998722842930356225/,63.0,Unknown,2022-11-17 04:18:04,Germany,Unknown
Homeward,Austin,Real Estate,,0.25,2022-11-16,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,501.0,Unknown,2022-11-19 23:55:01,United States,Unknown
Hopin,London,Other,,0.17,2022-11-16,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,1000.0,Series D,2022-11-17 01:00:45,United Kingdom,https://hopin.softr.app/
Infogrid,London,Other,,,2022-11-16,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,15.0,Series A,2022-12-03 05:15:07,United Kingdom,Unknown
Kite,SF Bay Area,Product,,1.0,2022-11-16,https://www.kite.com/blog/product/kite-is-saying-farewell/,21.0,Series A,2022-11-25 04:06:03,United States,Unknown
UiPath,New York City,Data,241,0.06,2022-11-15,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2000.0,IPO,2022-11-17 00:00:16,United States,Unknown
Asana,SF Bay Area,Other,180,0.09,2022-11-15,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,453.0,IPO,2022-11-15 16:36:21,United States,Unknown
OwnBackup,New York City,Security,170,0.17,2022-11-15,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,507.0,Series E,2022-11-17 00:15:22,United States,Unknown
Deliveroo Australia,Melbourne,Food,120,1.0,2022-11-15,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,1700.0,IPO,2022-11-17 17:09:00,Australia,Unknown
Productboard,SF Bay Area,Product,100,0.2,2022-11-15,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,,Series D,2022-11-17 00:25:16,United States,Unknown
Properly,Toronto,Real Estate,71,,2022-11-15,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,154.0,Series B,2022-11-17 00:21:03,Canada,Unknown
Protocol,SF Bay Area,Media,60,1.0,2022-11-15,https://www.cnn.com/2022/11/15/media/protocol/index.html,,Acquired,2022-11-15 18:19:53,United States,Unknown
Jimdo,Hamburg,Other,50,0.16,2022-11-15,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,28.0,Unknown,2022-11-17 00:05:36,Germany,Unknown
The Zebra,Austin,Finance,50,,2022-11-15,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,256.0,Series D,2022-11-17 00:19:19,United States,Unknown
Viber,Luxembourg,Consumer,45,0.08,2022-11-15,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,,Acquired,2022-11-17 00:16:50,Luxembourg,Unknown
CaptivateIQ,SF Bay Area,Sales,31,0.1,2022-11-15,Internal memo,164.0,Series C,2022-11-17 00:40:50,United States,Unknown
Apollo Insurance,Vancouver,Finance,,0.25,2022-11-15,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,11.0,Series B,2022-11-20 00:15:00,Canada,Unknown
Nirvana Money,Miami,Finance,,1.0,2022-11-15,https://twitter.com/_Liso_/status/1592561040898019328,,Unknown,2022-11-16 00:08:40,United States,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0
Oatly,Malmö,Food,,,2022-11-15,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,441.0,IPO,2022-11-17 00:02:43,Sweden,Unknown
OfferUp,Seattle,Retail,,0.19,2022-11-15,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,381.0,Unknown,2022-11-17 00:19:49,United States,Unknown
Outside,Boulder,Media,,0.12,2022-11-15,https://www.crunchbase.com/organization/pocket-outdoor-media,174.0,Series B,2022-11-17 04:41:17,United States,Unknown
Rubicon Technologies,Lexington,Other,,0.11,2022-11-15,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,382.0,IPO,2022-11-19 23:30:59,United States,Unknown
Tencent,Shenzen,Consumer,,,2022-11-15,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,12600.0,IPO,2022-11-17 04:26:40,China,Unknown
Typeform,Barcelona,Marketing,,,2022-11-15,Internal memo,187.0,Series C,2022-11-17 00:35:58,Spain,Unknown
Whispir,Melbourne,Other,,0.3,2022-11-15,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,68.0,IPO,2022-11-17 00:38:44,Australia,Unknown
Illumina,San Diego,Healthcare,500,0.05,2022-11-14,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,28.0,IPO,2022-11-17 00:51:24,United States,Unknown
Sema4,Stamford,Healthcare,500,,2022-11-14,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,791.0,IPO,2022-11-14 17:34:33,United States,Unknown
iFit,Logan,Fitness,300,0.2,2022-11-14,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,200.0,Private Equity,2022-11-17 00:04:02,United States,Unknown
Ribbon,New York City,Real Estate,170,0.85,2022-11-14,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,405.0,Series C,2022-11-22 04:26:33,United States,Unknown
Pipedrive,Tallin,Sales,143,0.15,2022-11-14,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,90.0,Private Equity,2022-11-15 04:26:21,Estonia,https://docs.google.com/spreadsheets/d/1v6E7i9v-Qq6dWNAaIc7GNgVpvI1EJb4xUEz1EJAeh84/edit#gid=1697051533
Intercom,SF Bay Area,Support,124,0.13,2022-11-14,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,240.0,Series D,2022-11-14 19:32:41,United States,Unknown
Science 37,Los Angeles,Healthcare,90,,2022-11-14,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,347.0,IPO,2022-11-17 04:30:18,United States,Unknown
Science 37 ,Los Angeles,Healthcare,90,,2022-11-14,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,347.0,IPO,2022-11-14 19:31:26,United States,Unknown
Pear Therapeutics,Boston,Healthcare,59,0.22,2022-11-14,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,409.0,IPO,2022-11-17 04:34:57,United States,Unknown
Cardlytics,Atlanta,Marketing,51,,2022-11-14,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,212.0,IPO,2022-11-15 04:36:23,United States,Unknown
Cloudinary,SF Bay Area,Media,40,0.08,2022-11-14,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",100.0,Unknown,2022-11-17 04:25:33,United States,Unknown
Nestcoin,Lagos,Crypto,30,,2022-11-14,https://techcrunch.com/2022/11/14/african-web3-startup-nestcoin-declares-it-held-its-assests-in-ftx-lays-off-employees/,6.0,Seed,2022-11-20 00:07:49,Nigeria,Unknown
Shopee,Jakarta,Food,,,2022-11-14,https://www.straitstimes.com/business/sea-e-commerce-arm-shopee-cuts-jobs-in-third-round-of-layoffs-this-year-including-in-s-pore,,Unknown,2022-11-15 04:44:20,Indonesia,Unknown
Veev,SF Bay Area,Real Estate,100,0.3,2022-11-11,https://www.calcalistech.com/ctechnews/article/hjkataiss,597.0,Series D,2022-11-12 02:57:34,United States,Unknown
Chipax,Santiago,Finance,,,2022-11-11,https://www.linkedin.com/posts/chipax_talento-disponible-chipax-activity-7003341302985551872-45cE/,2.0,Seed,2022-12-14 17:59:53,Chile,https://docs.google.com/spreadsheets/d/1YjnAk6cMTE6DysuKXZ0Oo4pf9zuRmhBJtIIcwzbiVnQ/edit#gid=0
Juniper,Atlanta,Marketing,,,2022-11-11,https://www.linkedin.com/posts/bill-furlong-0895451_juniper-announced-layoffs-today-impacting-activity-6997051846091554816-XniX/,,Acquired,2022-11-17 04:28:59,United States,Unknown
Offerpad,Phoenix,Real Estate,,0.07,2022-11-11,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html,355.0,IPO,2022-11-17 02:43:48,United States,Unknown
GoTo Group,Jakarta,Transportation,1300,0.12,2022-11-10,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,1300.0,IPO,2022-11-11 05:06:07,Indonesia,https://coda.io/@daanyal-kamaal/goto-alumni-list
Juul,SF Bay Area,Consumer,400,0.3,2022-11-10,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,1500.0,Unknown,2022-11-10 22:01:09,United States,Unknown
Blend,SF Bay Area,Finance,100,0.06,2022-11-10,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,665.0,IPO,2022-12-09 05:11:03,United States,Unknown
InfluxData,SF Bay Area,Unknown,65,0.27,2022-11-10,Internal memo,119.0,Series D,2022-11-12 04:19:56,United States,Unknown
Coinbase,SF Bay Area,Crypto,60,,2022-11-10,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,549.0,IPO,2022-11-10 19:40:04,United States,Unknown
SoundHound,SF Bay Area,Other,45,0.1,2022-11-10,https://techcrunch.com/2022/11/10/soundhound-layoffs/,326.0,IPO,2022-11-10 16:28:16,United States,Unknown
Wistia,Boston,Marketing,40,,2022-11-10,https://www.linkedin.com/feed/update/urn:li:activity:6996584795774328832/,18.0,Unknown,2022-11-11 00:46:16,United States,Unknown
Ocavu,Lehi,Crypto,20,0.48,2022-11-10,https://www.sltrib.com/news/2022/11/10/company-partnering-with-byu-nft/,11.0,Series A,2022-11-12 04:10:36,United States,Unknown
Avast,Phoenix,Security,,0.25,2022-11-10,https://cijeurope.com/en/gen-digital-to-lay-off-about-a-quarter-of-its-staff-in-czechia/post.html,,Unknown,2022-11-17 04:19:58,United States,https://www.weworkedatavastnorton.com/
Reforge,SF Bay Area,Education,,,2022-11-10,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-activity-6996635113606316033-aQuf/,81.0,Series B,2022-11-12 03:12:20,United States,https://docs.google.com/spreadsheets/d/1SOCiuBuJ50GdZO2zsTxYizcD8W9nfRYraJmLfbjekh0/edit
SendCloud,Eindhoven,Logistics,,0.1,2022-11-10,https://www.linkedin.com/posts/robvandenheuvel92_the-past-weeks-have-been-hard-on-our-team-activity-6996417331459457026-QXWF/,200.0,Series C,2022-11-10 23:09:11,United States,Unknown
Voly,Sydney,Food,,,2022-11-10,https://www.news.com.au/finance/business/retail/australian-grocery-delivery-startup-cuts-more-staff-after-18m-fundraise/news-story/694e7bdd0241e76b43a36a75e58a2287,13.0,Seed,2022-11-17 00:08:02,Australia,Unknown
Wavely,SF Bay Area,HR,,1.0,2022-11-10,https://www.wavely.com/talentresources/wavely-shutting-down,,Unknown,2022-11-11 05:10:40,United States,Unknown
ZenBusiness,Austin,Other,,,2022-11-10,https://www.bizjournals.com/austin/inno/stories/news/2022/11/10/layoffs-at-zenbusiness.html,277.0,Series C,2022-11-11 05:08:54,United States,Unknown
Meta,SF Bay Area,Consumer,11000,0.13,2022-11-09,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,26000.0,IPO,2022-11-09 15:04:03,United States,https://docs.google.com/spreadsheets/d/1edAZoFG25lJpfSpTuJzD9hGijSzRfZ8v84H_Zak4gug/edit
Redfin,Seattle,Real Estate,862,0.13,2022-11-09,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,320.0,IPO,2022-11-09 15:29:40,United States,Unknown
Flyhomes,Seattle,Real Estate,300,0.4,2022-11-09,https://www.geekwire.com/2022/flyhomes-does-another-round-of-layoffs-as-housing-market-hurts-real-estate-tech-companies/,310.0,Series C,2022-11-10 00:52:16,United States,Unknown
AvantStay,Los Angeles,Unknown,144,0.22,2022-11-09,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,686.0,Private Equity,2022-11-11 00:09:45,United States,Unknown
Root Insurance,Columbus,Finance,137,0.2,2022-11-09,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,527.0,IPO,2022-11-10 00:53:00,United States,Unknown
